date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:04:46	5357/5357	---M--	200	added ('OK')	image/png	etag:%226717149a-14ed%22	https://westaucklandstorage.co.nz/wp-content/uploads/2024/10/Artboard-1-90x106.png	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/2024/10/Artboard-1-90x106.png	(from https://westaucklandstorage.co.nz/)
13:04:46	242827/242827	---M--	200	added ('OK')	image/jpeg	etag:%2267118966-3b48b%22	https://westaucklandstorage.co.nz/wp-content/uploads/2024/10/spam-farm-west-auckland-storage1_orig.jpg	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/2024/10/spam-farm-west-auckland-storage1_orig.jpg	(from https://westaucklandstorage.co.nz/)
13:04:46	355055/355055	---M--	200	added ('OK')	image/jpeg	etag:%2267118967-56aef%22	https://westaucklandstorage.co.nz/wp-content/uploads/2024/10/spam-farm-west-auckland-storage2_orig.jpg	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/2024/10/spam-farm-west-auckland-storage2_orig.jpg	(from https://westaucklandstorage.co.nz/)
13:04:46	104793/104793	---M--	200	added ('OK')	image/jpeg	etag:%2267118968-19959%22	https://westaucklandstorage.co.nz/wp-content/uploads/2024/10/spam-farm-west-auckland-storage.jpeg	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/2024/10/spam-farm-west-auckland-storage.jpg	(from https://westaucklandstorage.co.nz/)
13:04:47	156217/156217	---M--	200	added ('OK')	image/jpeg	etag:%2267118965-26239%22	https://westaucklandstorage.co.nz/wp-content/uploads/2024/10/spam-farm-west-auckland-storage1_bg.jpg	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/2024/10/spam-farm-west-auckland-storage1_bg.jpg	(from https://westaucklandstorage.co.nz/)
13:04:47	8739/8739	---M--	200	added ('OK')	image/jpeg	etag:%2267118b65-2223%22	https://westaucklandstorage.co.nz/wp-content/uploads/2024/05/testimonial-skip-01.jpg	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/2024/05/testimonial-skip-01.jpg	(from https://westaucklandstorage.co.nz/)
13:04:47	13273/13273	---M--	200	added ('OK')	image/jpeg	etag:%2267118b8b-33d9%22	https://westaucklandstorage.co.nz/wp-content/uploads/2024/05/testimonial-skip-02.jpg	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/2024/05/testimonial-skip-02.jpg	(from https://westaucklandstorage.co.nz/)
13:04:47	130491/130491	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202026%2001:04:47%20GMT	https://westaucklandstorage.co.nz/about/	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/about/index.html	(from https://westaucklandstorage.co.nz/)
13:04:47	8841/8841	---M--	200	added ('OK')	image/jpeg	etag:%2267118b8c-2289%22	https://westaucklandstorage.co.nz/wp-content/uploads/2024/05/testimonial-skip-03.jpg	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/2024/05/testimonial-skip-03.jpg	(from https://westaucklandstorage.co.nz/)
13:04:48	9677/9677	---M--	200	added ('OK')	image/png	etag:%2267118aaf-25cd%22	https://westaucklandstorage.co.nz/wp-content/uploads/2024/10/Artboard-1.png	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/2024/10/Artboard-1.png	(from https://westaucklandstorage.co.nz/)
13:04:48	23659/23659	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267118b46-5c6b%22	https://westaucklandstorage.co.nz/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.8.3	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/themes/astra/assets/js/minified/frontend.min7bcd.js	(from https://westaucklandstorage.co.nz/)
13:04:48	4450/4450	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267118766-1162%22	https://westaucklandstorage.co.nz/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/spectra-block-positioning.min.js?ver=2.16.1	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/spectra-block-positioning.min12d7.js	(from https://westaucklandstorage.co.nz/)
13:04:48	135676/135676	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202026%2001:04:48%20GMT	https://westaucklandstorage.co.nz/services/	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/services/index.html	(from https://westaucklandstorage.co.nz/)
13:04:48	143661/143661	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267118766-2312d%22	https://westaucklandstorage.co.nz/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/swiper-bundle.min.js?ver=2.16.1	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/swiper-bundle.min12d7.js	(from https://westaucklandstorage.co.nz/)
13:04:49	4110/4110	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267118766-100e%22	https://westaucklandstorage.co.nz/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/faq.min.js?ver=2.16.1	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/faq.min12d7.js	(from https://westaucklandstorage.co.nz/)
13:04:49	649/649	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a962287-289%22	https://westaucklandstorage.co.nz/wp-content/uploads/uag-plugin/assets/0/uag-js-23.js?ver=1788223945	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/uag-plugin/assets/0/uag-js-230abe.js	(from https://westaucklandstorage.co.nz/)
13:04:49	258303/258303	---MCZ	200	added ('OK')	application/javascript	etag:W/%22671706a3-3f0ff%22	https://westaucklandstorage.co.nz/wp-content/plugins/fluentformpro/public/libs/intl-tel-input/js/utils.js?ver=18.1.1	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/fluentformpro/public/libs/intl-tel-input/js/utilsfcad.js	(from https://westaucklandstorage.co.nz/)
13:04:49	30628/30628	---MCZ	200	added ('OK')	application/javascript	etag:W/%22671706a3-77a4%22	https://westaucklandstorage.co.nz/wp-content/plugins/fluentformpro/public/libs/intl-tel-input/js/intlTelInput.min.js?ver=18.1.1	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/fluentformpro/public/libs/intl-tel-input/js/intlTelInput.minfcad.js	(from https://westaucklandstorage.co.nz/)
13:04:49	149955/149955	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202026%2001:04:49%20GMT	https://westaucklandstorage.co.nz/blog/	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/blog/index.html	(from https://westaucklandstorage.co.nz/)
13:04:50	539598/539598	---MCZ	200	added ('OK')	application/javascript	etag:W/%226713098b-83bce%22	https://westaucklandstorage.co.nz/wp-content/plugins/fluentform/app/Services/FluentConversational/public/js/conversationalForm.js?ver=5.2.4	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/fluentform/app/Services/FluentConversational/public/js/conversationalForm4d2c.js	(from https://westaucklandstorage.co.nz/)
13:04:50	137054/137054	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202026%2001:04:50%20GMT	https://westaucklandstorage.co.nz/contact/	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/contact/index.html	(from https://westaucklandstorage.co.nz/)
13:04:50	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	https://gmpg.org/robots.txt		(from https://westaucklandstorage.co.nz/)
13:04:51	2067/2067	---MCZ	200	added ('OK')	text/css	etag:W/%2264e18331-813-3ef0a663b3680%22	https://gmpg.org/xfn/default.css	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
13:04:52	4170/4170	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202026%2001:04:51%20GMT	https://gmpg.org/xfn/.	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
13:04:52	16269/16269	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202026%2001:04:52%20GMT	https://gmpg.org/xfn/intro	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/gmpg.org/xfn/intro.html	(from https://gmpg.org/xfn/11)
13:04:52	7342/7342	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202026%2001:04:52%20GMT	https://gmpg.org/xfn/faq	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/gmpg.org/xfn/faq.html	(from https://gmpg.org/xfn/11)
13:04:53	3789/3789	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202026%2001:04:52%20GMT	https://gmpg.org/xfn/thanks	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/gmpg.org/xfn/thanks.html	(from https://gmpg.org/xfn/11)
13:04:53	51/51	---MCZ	200	added ('OK')	text/plain	date:Tue,%2001%20Sep%202026%2001:04:52%20GMT	http://fonts.googleapis.com/robots.txt		(from https://westaucklandstorage.co.nz/)
13:04:53	51/51	---MCZ	200	added ('OK')	text/plain	date:Tue,%2001%20Sep%202026%2001:04:53%20GMT	https://fonts.googleapis.com/robots.txt		(from https://westaucklandstorage.co.nz/)
13:04:54	70857/70857	---M--	200	added ('OK')	image/png	etag:%22671706a3-114c9%22	https://westaucklandstorage.co.nz/wp-content/plugins/fluentformpro/public/libs/intl-tel-input/img/flags.png	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/fluentformpro/public/libs/intl-tel-input/img/flags.png	(from https://westaucklandstorage.co.nz/wp-content/plugins/fluentformpro/public/libs/intl-tel-input/css/intlTelInput.min.css?ver=18.1.1)
13:04:54	174369/174369	---M--	200	added ('OK')	image/png	etag:%22671706a3-2a921%22	https://westaucklandstorage.co.nz/wp-content/plugins/fluentformpro/public/libs/intl-tel-input/img/flags@2x.png	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/fluentformpro/public/libs/intl-tel-input/img/flags@2x.png	(from https://westaucklandstorage.co.nz/wp-content/plugins/fluentformpro/public/libs/intl-tel-input/css/intlTelInput.min.css?ver=18.1.1)
13:04:54	24820/24820	---M--	200	added ('OK')	application/font-woff	etag:%226713098b-60f4%22	https://westaucklandstorage.co.nz/wp-content/plugins/fluentform/app/Services/FluentConversational/public/fonts/vendor/element-plus/lib/theme-chalk/element-icons.woff?dcdb1ef8559c7cb404ef680e05efcc64	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/fluentform/app/Services/FluentConversational/public/fonts/vendor/element-plus/lib/theme-chalk/element-icons262a.woff	(from https://westaucklandstorage.co.nz/wp-content/plugins/fluentform/app/Services/FluentConversational/public/css/conversationalForm.css?ver=5.2.4)
13:04:55	50372/50372	---M--	200	added ('OK')	application/octet-stream	etag:%226713098b-c4c4%22	https://westaucklandstorage.co.nz/wp-content/plugins/fluentform/app/Services/FluentConversational/public/fonts/vendor/element-plus/lib/theme-chalk/element-icons.ttf?5bba4d970ff1530bc4225a59346fe298	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/fluentform/app/Services/FluentConversational/public/fonts/vendor/element-plus/lib/theme-chalk/element-iconsdc1e.ttf	(from https://westaucklandstorage.co.nz/wp-content/plugins/fluentform/app/Services/FluentConversational/public/css/conversationalForm.css?ver=5.2.4)
13:04:55	2185/2185	---MCZ	200	added ('OK')	application/json	date:Tue,%2001%20Sep%202026%2001:04:55%20GMT	https://westaucklandstorage.co.nz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwestaucklandstorage.co.nz%2Fabout%2F	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-json/oembed/1.0/embed27ce.json	(from https://westaucklandstorage.co.nz/about/)
13:04:55	2337/2337	---MCZ	200	added ('OK')	text/xml	date:Tue,%2001%20Sep%202026%2001:04:55%20GMT	https://westaucklandstorage.co.nz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwestaucklandstorage.co.nz%2Fabout%2F&format=xml	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-json/oembed/1.0/embed1c61	(from https://westaucklandstorage.co.nz/about/)
13:04:55	104078/104078	---MCZ	200	added ('OK')	text/css	etag:W/%226a9624af-1968e%22	https://westaucklandstorage.co.nz/wp-content/uploads/uag-plugin/assets/0/uag-css-24.css?ver=1788224685	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/uag-plugin/assets/0/uag-css-246006.css	(from https://westaucklandstorage.co.nz/about/)
13:04:56	50829/50829	---MCZ	200	added ('OK')	application/json	date:Tue,%2001%20Sep%202026%2001:04:56%20GMT	https://westaucklandstorage.co.nz/wp-json/wp/v2/pages/24	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-json/wp/v2/pages/24.json	(from https://westaucklandstorage.co.nz/about/)
13:04:56	453229/453229	---M--	200	added ('OK')	image/png	etag:%226713762d-6ea6d%22	https://westaucklandstorage.co.nz/wp-content/uploads/2024/10/ApplicationFrameHost_JPhiqcZjbt.png	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/2024/10/ApplicationFrameHost_JPhiqcZjbt.png	(from https://westaucklandstorage.co.nz/about/)
13:04:56	12676/12676	---M--	200	added ('OK')	image/jpeg	etag:%2267118b6f-3184%22	https://westaucklandstorage.co.nz/wp-content/uploads/2024/05/team-skip-02.jpg	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/2024/05/team-skip-02.jpg	(from https://westaucklandstorage.co.nz/about/)
13:04:56	3138/3138	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267118766-c42%22	https://westaucklandstorage.co.nz/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/spectra-counter.min.js?ver=2.16.1	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/spectra-counter.min12d7.js	(from https://westaucklandstorage.co.nz/about/)
13:04:56	4882/4882	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267118766-1312%22	https://westaucklandstorage.co.nz/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/countUp.min.js?ver=2.16.1	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/countUp.min12d7.js	(from https://westaucklandstorage.co.nz/about/)
13:04:57	1112/1112	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a9624af-458%22	https://westaucklandstorage.co.nz/wp-content/uploads/uag-plugin/assets/0/uag-js-24.js?ver=1788224685	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/uag-plugin/assets/0/uag-js-246006.js	(from https://westaucklandstorage.co.nz/about/)
13:04:57	31730/31730	---M--	200	added ('OK')	image/jpeg	etag:%2267118965-7bf2%22	https://westaucklandstorage.co.nz/wp-content/uploads/2024/10/spam-farm-west-auckland-storage1_bg-1024x422.jpg	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/2024/10/spam-farm-west-auckland-storage1_bg-1024x422.jpg	(from https://westaucklandstorage.co.nz/services/)
13:04:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Sep%202026%2001:04:57%20GMT	https://westaucklandstorage.co.nz/?p=24	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/index2cf9.html	(from https://westaucklandstorage.co.nz/about/)
13:04:57	2200/2200	---MCZ	200	added ('OK')	application/json	date:Tue,%2001%20Sep%202026%2001:04:58%20GMT	https://westaucklandstorage.co.nz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwestaucklandstorage.co.nz%2Fservices%2F	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-json/oembed/1.0/embed996e.json	(from https://westaucklandstorage.co.nz/services/)
13:04:58	2352/2352	---MCZ	200	added ('OK')	text/xml	date:Tue,%2001%20Sep%202026%2001:04:58%20GMT	https://westaucklandstorage.co.nz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwestaucklandstorage.co.nz%2Fservices%2F&format=xml	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-json/oembed/1.0/embed8cd4	(from https://westaucklandstorage.co.nz/services/)
13:04:58	162879/162879	---MCZ	200	added ('OK')	text/css	etag:W/%226a9624b0-27c3f%22	https://westaucklandstorage.co.nz/wp-content/uploads/uag-plugin/assets/0/uag-css-26.css?ver=1788224687	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/uag-plugin/assets/0/uag-css-26796c.css	(from https://westaucklandstorage.co.nz/services/)
13:04:58	59204/59204	---MCZ	200	added ('OK')	application/json	date:Tue,%2001%20Sep%202026%2001:04:58%20GMT	https://westaucklandstorage.co.nz/wp-json/wp/v2/pages/26	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-json/wp/v2/pages/26.json	(from https://westaucklandstorage.co.nz/services/)
13:04:58	421/421	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267118766-1a5%22	https://westaucklandstorage.co.nz/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/uagb-button-child.min.js?ver=2.16.1	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/uagb-button-child.min12d7.js	(from https://westaucklandstorage.co.nz/services/)
13:04:59	161/161	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a9624b0-a1%22	https://westaucklandstorage.co.nz/wp-content/uploads/uag-plugin/assets/0/uag-js-26.js?ver=1788224687	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/wp-content/uploads/uag-plugin/assets/0/uag-js-26796c.js	(from https://westaucklandstorage.co.nz/services/)
13:04:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Sep%202026%2001:04:59%20GMT	https://westaucklandstorage.co.nz/?p=26	C:/Users/isaac/My%20Drive/Downloads/west-auckland-storeage/westaucklandstorage.co.nz/index88b9.html	(from https://westaucklandstorage.co.nz/services/)
